,Unnamed: 0,time,lat,lon,spatial_ref,surface_downward_eastward_stress,wind_stress_divergence,northward_wind,sampling_length,wind_speed_rms,northward_wind_rms,wind_vector_curl,eastward_wind,wind_speed,wind_stress,wind_vector_divergence,wind_stress_curl,eastward_wind_rms,surface_type,surface_downward_northward_stress,angle,direction
0,0,2018-10-31,1.5,105.25,0,-3.5906429622072704e-05,-3.675373257241828e-09,0.4000457990849876,6.123076999999999,0.7394667313411161,1.0145790282935625,2.945290887659004e-06,-0.1278978219990695,3.4970877597704715,0.021120745372535568,-2.946680591952417e-06,2.86676340895906e-09,1.0364939455100926,0.21538462,0.0025906442116862783,162.27050861653063,South
1,1,2018-11-30,1.125,105.32142857142857,0,0.002898339093741724,-2.620583873684123e-07,-0.6279913433527539,5.932203299999999,0.7445621961847853,1.0208974655227694,0.00030419435523092577,0.3488857808086158,3.5418800483315684,0.021032940061752416,-0.00030412383503833064,2.6305548131129175e-07,1.0441619830829758,0.11864406599999999,-0.0037503668143924343,330.9452772981386,North
2,2,2018-12-31,1.375,104.75,0,0.007200902011962638,-1.6080229140965425e-06,-3.336640960344042,5.7419353,0.7403950658506974,1.0176228375390215,0.0015536230462084794,0.6538527981919876,4.5489609923744805,0.035674358133718935,-0.0015534966346748655,1.6080631325011697e-06,1.0358878436355252,0.2580645,-0.028878566253693862,348.9127348687512,North
3,3,2019-01-31,0.875,104.91666666666669,0,-0.00979164119140344,-5.37490565056675e-07,-5.3375590100266415,5.107143,0.7378870126378717,1.013998468134606,0.0006600327016867676,-0.9752215548045076,6.6649860434817825,0.07001648145904621,-0.0006597102387559728,5.377802036462291e-07,1.036494718870263,0.21428572,-0.05899700048944781,10.354260982138797,North
